%%MatrixMarket matrix coordinate integer general
15 6 21
1 1 1
5 1 1
9 1 1
11 1 1
14 1 1
6 2 1
8 2 1
11 2 1
13 2 1
2 3 1
10 3 1
13 3 1
4 4 1
12 4 1
14 4 1
6 5 1
10 5 1
11 5 1
2 6 1
7 6 1
8 6 1
