%%MatrixMarket matrix coordinate integer general
15 6 21
4 1 1
12 1 1
14 1 1
6 2 1
10 2 1
11 2 1
1 3 1
5 3 1
9 3 1
11 3 1
14 3 1
2 4 1
7 4 1
8 4 1
6 5 1
8 5 1
11 5 1
13 5 1
2 6 1
10 6 1
13 6 1
